,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,10.446116161346435,1.2092771425229718,0.02374897003173828,0.0016979430864644117,1,l2,newton-cg,"{'C': 1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.853860294117647,0.8749099423631124,0.8793336334984242,0.8810326991409166,0.8774667694959851,0.873320667723217,0.009940354929889894,6
1,1.126088762283325,0.20728184304913835,0.0319976806640625,0.007924444264778119,1,l2,lbfgs,"{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8043132080622413,0.8118694362017804,0.8168617841909429,0.8042149438919806,0.81505908216543,0.8104636909024749,0.005308570745563692,23
2,0.7404070377349854,0.09619737294897655,0.01874856948852539,0.0006687234825397874,1,l2,liblinear,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.85416091954023,0.8730744977929917,0.8763030822690555,0.8782444124008651,0.8747276688453159,0.8713021161696917,0.008739582467490181,7
3,3.314447450637817,0.5960871024671218,0.027944421768188475,0.003735950863110335,1,l2,sag,"{'C': 1, 'penalty': 'l2', 'solver': 'sag'}",0.7887246602297168,0.7865261607841332,0.7905828571428571,0.7892624878926249,0.789120680882557,0.7888433693863778,0.0013162011406563316,25
4,2.969568157196045,0.06512376753741544,0.02547144889831543,0.0011083764085892559,1,l2,saga,"{'C': 1, 'penalty': 'l2', 'solver': 'saga'}",0.7699327126924141,0.7677593091280527,0.7694076526857984,0.7709834922111136,0.7716301522465653,0.7699426637927889,0.0013404711544116317,31
5,0.006101274490356445,0.0007361689286954766,0.0,0.0,1,l1,newton-cg,"{'C': 1, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,61
6,0.005999851226806641,0.00042860723279985216,0.0,0.0,1,l1,lbfgs,"{'C': 1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,62
7,18.633780670166015,0.04111032230294369,0.02045121192932129,0.0005766626698029263,1,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.8411293721028235,0.8614736456472958,0.8644354139080407,0.8660971264105257,0.8650643539235133,0.8596399823984398,0.009382107364814169,18
8,0.005784416198730468,0.000481142718712749,0.0,0.0,1,l1,sag,"{'C': 1, 'penalty': 'l1', 'solver': 'sag'}",,,,,,,,63
9,3.3090845108032227,0.013677118900900015,0.02407693862915039,0.0003307157729110704,1,l1,saga,"{'C': 1, 'penalty': 'l1', 'solver': 'saga'}",0.7699327126924141,0.7677593091280527,0.7694076526857984,0.7709834922111136,0.7716301522465653,0.7699426637927889,0.0013404711544116317,31
10,0.006089925765991211,0.0004746523634627318,0.0,0.0,1,elasticnet,newton-cg,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,,,,,64
11,0.005534601211547851,8.901342883288736e-05,0.0,0.0,1,elasticnet,lbfgs,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,65
12,0.006225442886352539,0.0008343146134100909,0.0,0.0,1,elasticnet,liblinear,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,66
13,0.005366039276123047,0.0011725187628874073,0.0,0.0,1,elasticnet,sag,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,,,,,67
14,0.003606843948364258,0.0001992060721598011,0.0,0.0,1,elasticnet,saga,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'saga'}",,,,,,,,68
15,9.538310289382935,0.48745761425499845,0.024949026107788087,0.0010354989776953918,10,l2,newton-cg,"{'C': 10, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8550011496895837,0.8750337624921222,0.8793049115382885,0.8803130481716368,0.8775352783701621,0.8734376300523587,0.009390831007090705,5
16,0.997203779220581,0.346361633937586,0.02702298164367676,0.0011510658341593156,10,l2,lbfgs,"{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8043132080622413,0.8119236738793025,0.8190716766656141,0.8042149438919806,0.81505908216543,0.8109165169329137,0.00588551801204674,21
17,0.6650311470031738,0.06584144026196097,0.021268367767333984,0.0013026722519796348,10,l2,liblinear,"{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}",0.8540515653775321,0.8681747978559099,0.876391329818395,0.8761904761904762,0.8742618333787591,0.8698140005242145,0.008424313227909116,12
18,2.6353237628936768,0.007569424090220399,0.02591876983642578,0.0006714278548545658,10,l2,sag,"{'C': 10, 'penalty': 'l2', 'solver': 'sag'}",0.7887246602297168,0.7865261607841332,0.7905828571428571,0.7892624878926249,0.789120680882557,0.7888433693863778,0.0013162011406563316,25
19,2.8864789485931395,0.005846486247158888,0.025260257720947265,0.0007369896053108475,10,l2,saga,"{'C': 10, 'penalty': 'l2', 'solver': 'saga'}",0.7699327126924141,0.7677593091280527,0.7694076526857984,0.7709834922111136,0.7716301522465653,0.7699426637927889,0.0013404711544116317,31
20,0.0062390327453613285,0.0006310257750529063,0.0,0.0,10,l1,newton-cg,"{'C': 10, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,69
21,0.005541753768920898,0.00013330224755986317,0.0,0.0,10,l1,lbfgs,"{'C': 10, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,70
