,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.17146725654602052,0.016048502643782724,1.2573052406311036,0.0777279588965828,3,{'knn__n_neighbors': 3},0.9770135584089072,0.9831727567375572,0.9853228962818005,0.9852418207681366,0.985117190981196,0.9831736446355196,0.0031818444544013066,1
1,0.15427770614624023,0.0032181416059282302,1.3193537712097168,0.035646157821155385,5,{'knn__n_neighbors': 5},0.9747679553032351,0.9829874409904694,0.9831914039859111,0.9835189309576837,0.9829796738887648,0.9814890810252128,0.0033662642454762473,2
2,0.15141901969909669,0.0009304573282497411,1.594745397567749,0.00851658931719501,10,{'knn__n_neighbors': 10},0.9679708826205642,0.9800224466891134,0.9798724054272622,0.9801984643707063,0.9769767965758053,0.9770081991366902,0.004672070936513864,3
3,0.15114712715148926,0.0012583682192766137,1.8086900234222412,0.02796765872677321,15,{'knn__n_neighbors': 15},0.9663831142246281,0.9781565373402108,0.9778077268643307,0.9790078047905266,0.975581185799243,0.9753872738037878,0.004642157898377535,4
