,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
38,0.5203875064849853,0.0032240649026616117,0.011163806915283203,0.0002601824103172462,entropy,7,3,best,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 3, 'splitter': 'best'}",0.922999358327986,0.9421278518183873,0.9460915222016022,0.941989074985328,0.9424254797876684,0.9391266574241944,0.008205875316843643,19
39,0.04118566513061524,0.0014087469425190574,0.01150960922241211,0.0003830369821554195,entropy,7,3,random,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 3, 'splitter': 'random'}",0.8459049731928269,0.8647776353884854,0.8955558429242639,0.8940945933909326,0.8648417450812661,0.8730349579955551,0.01908950858901685,37
40,0.5249168872833252,0.007269953878546559,0.011461400985717773,0.0009211585417669304,entropy,7,4,best,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 4, 'splitter': 'best'}",0.922999358327986,0.9421278518183873,0.9460915222016022,0.941989074985328,0.9424254797876684,0.9391266574241944,0.008205875316843643,19
41,0.04074277877807617,0.0005512388847676999,0.011526203155517578,0.000300379047871487,entropy,7,4,random,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 4, 'splitter': 'random'}",0.8459049731928269,0.8647776353884854,0.8955558429242639,0.8763147016947596,0.8648417450812661,0.8694789796563203,0.016285393804581112,39
42,0.39327154159545896,0.004017370862383681,0.010889768600463867,0.0002112236835546889,entropy,5,2,best,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'splitter': 'best'}",0.9026385952008825,0.9111625584456852,0.9153696056632029,0.9103692279778645,0.9121673868546737,0.9103414748284617,0.004210115378929414,31
43,0.034748506546020505,0.0006290591758786247,0.011331748962402344,0.00017730318839016333,entropy,5,2,random,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'splitter': 'random'}",0.7839900177568748,0.8012928362702558,0.8176364475395392,0.8240768667327331,0.7985309084472764,0.8051054153493359,0.014286795659431072,43
44,0.39266257286071776,0.0013496623730121528,0.01086130142211914,0.00024418176736470883,entropy,5,3,best,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 3, 'splitter': 'best'}",0.9026385952008825,0.9111625584456852,0.9153696056632029,0.9103692279778645,0.9121673868546737,0.9103414748284617,0.004210115378929414,31
45,0.034437370300292966,0.0008307196268504435,0.01132512092590332,0.00023353588460354096,entropy,5,3,random,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 3, 'splitter': 'random'}",0.7839900177568748,0.8012928362702558,0.8176364475395392,0.8240768667327331,0.7985309084472764,0.8051054153493359,0.014286795659431072,43
46,0.3931908130645752,0.0016651573823102074,0.010870599746704101,0.0002390141011467791,entropy,5,4,best,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 4, 'splitter': 'best'}",0.9026385952008825,0.9111625584456852,0.9153696056632029,0.9103692279778645,0.9121673868546737,0.9103414748284617,0.004210115378929414,31
47,0.0345099925994873,0.0007776557764865443,0.01142258644104004,0.00031664437463474937,entropy,5,4,random,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 4, 'splitter': 'random'}",0.7839900177568748,0.8012928362702558,0.8176364475395392,0.8240768667327331,0.7985309084472764,0.8051054153493359,0.014286795659431072,43
